words,merged,repub_benshapiro,repub_charliekirk11,repub_danieljhannan,repub_DeAnna4Congress,repub_dineshdsouza,repub_drmartyfox,repub_emfingersscout,repub_erictrump,repub_gopleader,repub_IngrahamAngle,repub_KellyannePolls,repub_lrihendry,repub_meghanmccain,repub_michellemalkin,repub_realdonaldtrump,repub_sarahpalinusa,repub_scrowder,repub_seanhannity,repub_tedcruz,repub_tuckercarlson
had,0.9792351922062923,1.1658786190815467,0.7399968285850204,2.006759611322349,1.25250501002004,0.452821644874625,1.029638890931823,1.0639326820775703,1.378993334865548,0.6610477607007107,0.9670460462694339,0.8225939128050452,0.997274117412406,0.5288906518577284,1.414871875491275,1.4207428455449562,0.6568144499178982,0.7498750208298617,0.905592030790129,0.8143322475570033,0.3469210754553339
she,0.9469527133423485,1.1658786190815467,0.8457106612400233,1.1618081960287283,0.751503006012024,1.1886568177958907,1.029638890931823,1.160653834993713,0.6128859266069103,1.1568335812262438,0.9670460462694339,1.8508363038113518,0.6648494116082707,0.9916699722332407,0.39301996541424306,0.7441986333806914,1.3136288998357963,0.4999166805532411,0.905592030790129,0.4441812259401836,0.8673026886383347
any,1.1334737023340233,0.9715655159012889,1.5857074898250436,2.2708069286016057,1.586506346025384,1.0188487009679064,1.029638890931823,0.9672115291614276,0.30644296330345516,0.8813970142676141,1.5621513055121625,0.4798464491362764,0.8643042350907519,0.7933359777865926,0.7074359377456375,1.0148163182463974,0.3284072249589491,2.582902849525079,0.6791940230925968,0.5922416345869114,1.9080659150043364
white,0.954126597534336,1.9431310318025778,1.2685659918600347,0.369666244190959,1.837007348029392,0.9622459953585781,0.8090019857321468,0.7737692233291421,0.38305370412931894,0.22034925356690352,0.8926578888640928,1.6451878256100905,1.1967289408948873,0.19833399444664815,1.807891840905518,0.541235369731412,1.3136288998357963,0.7498750208298617,0.7923930269413629,1.4065738821439147,0.26019080659150046
world,0.7066275929107676,0.7124813783276119,0.4228553306200116,1.2674271229404308,0.501002004008016,0.3962189392652969,0.4412738103993528,0.38688461166457105,1.2257718532138207,0.5508731339172588,0.37194078702670536,0.6854949273375377,1.3961837643773685,1.2561152981621049,0.15720798616569723,0.9471618970299709,0.875752599890531,0.4165972337943676,0.7923930269413629,0.8143322475570033,0.26019080659150046
while,0.7317361875827239,1.1011075846881273,1.162852159205032,0.4752851711026616,0.6680026720106881,0.7924378785305938,0.5148194454659115,0.6770480704129993,0.6128859266069103,1.1568335812262438,0.5207171018373874,0.7540444200712915,0.8643042350907519,1.190003966679889,0.8646439239113347,0.47358094851498544,0.3284072249589491,0.8331944675887352,0.5659950192438307,0.2961208172934557,0.17346053772766695
fighting,0.25108594671956214,0.1943131031802578,0.3699984142925102,0.10561892691170258,0.501002004008016,0.16980811682798438,0.2206369051996764,0.19344230583228553,0.4596644449551827,0.49578582052553294,0.2231644722160232,0.2741979709350151,0.33242470580413536,0.3966679888932963,0.39301996541424306,0.135308842432853,0.0,0.08331944675887352,0.0,0.14806040864672784,0.08673026886383348
realdonaldtrump,1.6679280746370913,0.1943131031802578,0.6871399122575189,0.0,0.918503674014696,0.8490405841399219,2.279914687063323,8.318019150788277,3.983758522944917,1.8729686553186802,0.5951052592427286,3.63312311488895,2.8588524699155644,0.06611133148221605,3.1441597233139444,1.9619782152763685,0.0,0.5832361273121146,0.11319900384876612,0.2961208172934557,2.948829141370338
nation,0.3909766884633181,0.1943131031802578,0.26428458163750723,0.10561892691170258,0.16700066800267202,0.33961623365596877,0.8825476207987056,0.19344230583228553,0.689496667432774,0.5508731339172588,0.37194078702670536,0.7540444200712915,0.4653945881257895,0.3966679888932963,0.6288319446627889,0.270617684865706,0.21893814997263275,0.16663889351774705,0.3395970115462984,0.5922416345869114,0.17346053772766695
together,0.23673817833558713,0.06477103439341926,0.1057138326550029,0.21123785382340515,0.16700066800267202,0.056602705609328126,0.2941825402662352,0.19344230583228553,0.22983222247759136,0.6059604473089848,0.2231644722160232,0.6854949273375377,0.19945482348248122,0.33055665741108026,0.15720798616569723,0.270617684865706,0.0,0.08331944675887352,0.0,0.4441812259401836,0.17346053772766695
am,0.5416282564950554,0.5181682751473541,0.1057138326550029,0.6865230249260668,0.501002004008016,0.5094243504839532,0.5883650805324704,0.4836057645807138,0.7661074082586379,0.7161350740924365,0.0,0.2741979709350151,1.2632138820557144,1.5866719555731852,0.39301996541424306,0.40592652729855894,0.10946907498631638,0.4165972337943676,0.11319900384876612,0.4441812259401836,0.5203816131830009
donald,0.23673817833558713,0.06477103439341926,1.1099952428775306,0.3168567807351077,0.08350033400133601,0.0,0.4412738103993528,0.29016345874842825,0.38305370412931894,0.0,0.0,0.34274746366876885,0.6648494116082707,0.0,0.0,0.135308842432853,0.21893814997263275,0.3332777870354941,0.0,0.0,0.0
communities,0.1614123943197185,0.1943131031802578,0.1057138326550029,0.0,0.0,0.0,0.1470912701331176,0.0,0.07661074082586379,0.9364843276593401,0.07438815740534108,0.2741979709350151,0.06648494116082707,0.06611133148221605,0.07860399308284861,0.270617684865706,0.10946907498631638,0.08331944675887352,0.0,0.3701510216168197,0.08673026886383348
much,0.8536922188465111,0.8420234471144504,0.3699984142925102,0.739332488381918,1.25250501002004,1.0754514065772345,0.4412738103993528,0.6770480704129993,1.2257718532138207,0.33052388035035535,0.37194078702670536,0.7540444200712915,0.8643042350907519,0.9916699722332407,1.3362678824084264,1.9619782152763685,0.5473453749315819,0.9998333611064822,0.22639800769753224,0.5922416345869114,1.5611448395490026
everyone,0.5918454458389679,0.45339724075393484,0.3171414979650087,1.0033798056611745,1.0855043420173682,0.33961623365596877,0.735456350665588,0.4836057645807138,0.9959396307362293,0.11017462678345176,0.2975526296213643,0.2741979709350151,1.1302439997340603,1.0577813037154569,0.31441597233139446,0.270617684865706,0.5473453749315819,0.9165139143476086,0.0,0.5182114302635475,1.0407632263660018
voting,0.337172557023412,0.0,0.581426079602516,0.10561892691170258,0.33400133600534404,0.11320541121865625,0.367728175332794,0.29016345874842825,0.22983222247759136,1.9831432821021318,0.37194078702670536,0.2056484782012613,0.33242470580413536,0.06611133148221605,0.07860399308284861,0.3382721060821325,0.21893814997263275,0.16663889351774705,0.0,0.14806040864672784,0.17346053772766695
may,0.5093457776311117,0.5181682751473541,0.1057138326550029,0.8977608787494719,0.501002004008016,0.056602705609328126,0.4412738103993528,0.09672115291614276,0.38305370412931894,0.2754365669586294,0.7438815740534107,0.6169454346037839,0.7313343527690979,0.7933359777865926,0.07860399308284861,0.6088897909478385,1.3136288998357963,0.5832361273121146,0.5659950192438307,0.7403020432336394,0.43365134431916735
say,0.8070619715985925,1.2954206878683854,0.6871399122575189,1.2674271229404308,1.3360053440213762,1.0188487009679064,0.5883650805324704,0.38688461166457105,0.6128859266069103,0.3856111937420812,0.6694934166480696,0.6169454346037839,0.5318795292866165,1.0577813037154569,1.2576638893255778,0.20296326364927947,0.10946907498631638,1.2497917013831028,0.7923930269413629,0.9623926562037312,0.8673026886383347
federal,0.448367761999218,0.1943131031802578,0.6871399122575189,0.0,0.08350033400133601,0.16980811682798438,0.5148194454659115,0.6770480704129993,0.07661074082586379,0.49578582052553294,0.5951052592427286,0.4112969564025226,0.5318795292866165,0.4627793203755124,0.39301996541424306,1.1501251606792504,0.4378762999452655,0.08331944675887352,0.6791940230925968,0.8883624518803672,0.6071118820468343
proud,0.3909766884633181,0.1943131031802578,0.2114276653100058,0.15842839036755385,0.0,0.056602705609328126,0.1470912701331176,0.19344230583228553,3.6773155596414617,0.3856111937420812,0.0,0.4112969564025226,0.19945482348248122,0.5950019833399445,0.23581197924854583,0.541235369731412,0.0,0.08331944675887352,0.0,0.6662718389102754,0.0
community,0.1793471047996872,0.1943131031802578,0.4757122469475131,0.05280946345585129,0.16700066800267202,0.11320541121865625,0.0735456350665588,0.29016345874842825,0.07661074082586379,0.33052388035035535,0.07438815740534108,0.2741979709350151,0.33242470580413536,0.19833399444664815,0.07860399308284861,0.0,0.10946907498631638,0.08331944675887352,0.22639800769753224,0.2220906129700918,0.08673026886383348
change,0.28336842558350583,0.1943131031802578,0.2114276653100058,0.15842839036755385,0.16700066800267202,0.16980811682798438,0.2941825402662352,0.38688461166457105,0.0,0.49578582052553294,0.37194078702670536,0.06854949273375377,0.13296988232165413,0.06611133148221605,0.31441597233139446,0.0676544212164265,0.6568144499178982,0.9165139143476086,1.0187910346388953,0.14806040864672784,0.43365134431916735
said,0.7317361875827239,0.6477103439341927,1.2685659918600347,0.369666244190959,0.41750167000668004,0.28301352804664065,1.2502757961314996,1.160653834993713,0.5362751857810465,0.7712223874841624,0.8182697314587518,1.3709898546750754,0.997274117412406,0.6611133148221605,0.47162395849709166,0.8118530545971179,0.5473453749315819,0.4999166805532411,0.11319900384876612,1.036422860527095,0.26019080659150046
year,0.5882585037429742,0.1943131031802578,0.8985675775675247,0.7921419518377693,0.41750167000668004,0.6226297617026094,0.2206369051996764,0.5803269174968565,1.1491611123879566,0.3856111937420812,0.37194078702670536,0.8225939128050452,0.5983644704474437,1.123892635197673,0.31441597233139446,0.676544212164265,0.10946907498631638,0.5832361273121146,0.905592030790129,0.2220906129700918,0.5203816131830009
big,0.7963011453106112,0.45339724075393484,0.2114276653100058,0.4752851711026616,0.6680026720106881,0.452821644874625,0.367728175332794,0.38688461166457105,0.9193288899103654,0.49578582052553294,0.7438815740534107,0.891143405538799,0.930789176251579,0.3966679888932963,0.7074359377456375,2.232595900142074,1.0946907498631637,0.9165139143476086,0.905592030790129,1.7026946994373704,1.647875108412836
says,1.1693431232939608,0.7772524127210312,0.4228553306200116,0.6337135614702154,0.501002004008016,0.28301352804664065,1.029638890931823,0.4836057645807138,0.15322148165172758,0.11017462678345176,1.5621513055121625,2.1935837674801206,0.5318795292866165,0.5288906518577284,0.31441597233139446,0.40592652729855894,4.4882320744389705,0.0,13.810278469549468,1.1844832691738227,0.17346053772766695
which,0.81423585579058,2.461299306949932,0.1057138326550029,1.63709336713139,0.584502338009352,1.0188487009679064,0.367728175332794,0.38688461166457105,0.7661074082586379,0.7161350740924365,0.4463289444320464,0.2741979709350151,0.39890964696496245,0.7933359777865926,0.5502279515799403,1.0148163182463974,0.5473453749315819,1.1664722546242292,0.5659950192438307,1.4806040864672787,0.43365134431916735
stand,0.5021718934391243,0.32385517196709634,0.6871399122575189,0.2640473172792564,0.584502338009352,0.452821644874625,0.367728175332794,0.38688461166457105,0.22983222247759136,0.6059604473089848,0.4463289444320464,0.5483959418700302,0.6648494116082707,0.33055665741108026,1.5720798616569722,1.082470739462824,0.10946907498631638,0.24995834027662056,0.0,0.4441812259401836,0.3469210754553339
before,0.6026062721269491,0.5181682751473541,0.4228553306200116,0.739332488381918,0.33400133600534404,0.3962189392652969,0.8090019857321468,0.5803269174968565,0.7661074082586379,0.6059604473089848,0.37194078702670536,0.5483959418700302,0.7313343527690979,1.0577813037154569,0.5502279515799403,0.8118530545971179,0.7662835249042146,0.6665555740709882,0.5659950192438307,0.4441812259401836,0.3469210754553339
next,0.5739107353589992,0.25908413757367704,0.3699984142925102,0.4224757076468103,1.002004008016032,0.33961623365596877,0.2941825402662352,0.19344230583228553,0.5362751857810465,0.22034925356690352,0.4463289444320464,0.4798464491362764,0.8643042350907519,0.19833399444664815,0.39301996541424306,0.40592652729855894,0.10946907498631638,0.4165972337943676,0.22639800769753224,0.2961208172934557,4.683434518647007
mcconnell,0.06097801563189365,0.06477103439341926,0.0,0.0,0.08350033400133601,0.0,0.0,0.09672115291614276,0.0,0.0,0.07438815740534108,0.0,0.0,0.0,0.0,0.0676544212164265,0.5473453749315819,0.0,0.7923930269413629,0.0,0.0
ever,0.7568447822546801,0.7772524127210312,0.7399968285850204,0.6865230249260668,0.41750167000668004,0.452821644874625,0.6619107155990291,1.5475384466582842,1.3023825940396843,0.6059604473089848,0.37194078702670536,0.4112969564025226,0.6648494116082707,0.7272246463043766,0.39301996541424306,1.4207428455449562,0.875752599890531,1.749708381936344,0.22639800769753224,0.7403020432336394,0.6071118820468343
millions,0.3192378465434432,0.0,0.4228553306200116,0.10561892691170258,0.33400133600534404,0.056602705609328126,0.0735456350665588,0.29016345874842825,0.8427181490845017,0.9364843276593401,0.37194078702670536,0.34274746366876885,0.5318795292866165,0.19833399444664815,0.07860399308284861,0.40592652729855894,0.3284072249589491,0.24995834027662056,0.22639800769753224,0.2961208172934557,0.17346053772766695
history,0.7245623033907364,1.1658786190815467,0.6342829959300174,0.369666244190959,0.751503006012024,0.3962189392652969,1.029638890931823,0.6770480704129993,0.689496667432774,0.5508731339172588,0.5207171018373874,0.8225939128050452,0.997274117412406,0.9255586407510248,0.9432479169941833,1.0148163182463974,0.10946907498631638,0.4999166805532411,1.0187910346388953,0.8883624518803672,0.5203816131830009
through,0.4411938778072305,0.1943131031802578,0.1057138326550029,0.5809040980143642,0.584502338009352,0.28301352804664065,0.2941825402662352,0.09672115291614276,0.4596644449551827,0.9915716410510659,0.37194078702670536,0.6169454346037839,0.26593976464330826,0.7272246463043766,0.5502279515799403,0.541235369731412,0.3284072249589491,0.6665555740709882,0.0,0.3701510216168197,0.5203816131830009
too,0.4878241250551492,0.5181682751473541,0.5285691632750145,0.2640473172792564,1.002004008016032,0.452821644874625,0.4412738103993528,0.19344230583228553,0.38305370412931894,0.7161350740924365,0.6694934166480696,0.6169454346037839,0.33242470580413536,0.4627793203755124,0.7074359377456375,0.20296326364927947,0.4378762999452655,0.3332777870354941,0.6791940230925968,0.5182114302635475,0.3469210754553339
home,0.5774976774549929,0.6477103439341927,0.6342829959300174,0.369666244190959,0.41750167000668004,0.5094243504839532,0.2206369051996764,0.09672115291614276,0.689496667432774,0.49578582052553294,0.5951052592427286,0.9596928982725528,0.5983644704474437,1.7850059500198332,0.5502279515799403,0.20296326364927947,0.3284072249589491,0.7498750208298617,0.905592030790129,0.2961208172934557,0.3469210754553339
left,1.4204290700135227,0.7772524127210312,3.594270310270099,0.6865230249260668,2.421509686038744,4.131997509480954,1.103184525998382,0.5803269174968565,0.689496667432774,0.8263097008758883,2.2316447221602322,0.06854949273375377,0.997274117412406,0.7272246463043766,1.1790598962427292,1.6913605304106623,0.9852216748768472,0.5832361273121146,0.22639800769753224,1.1844832691738227,2.168256721595837
end,0.491411067151143,0.3886262063605156,0.5285691632750145,0.6337135614702154,0.501002004008016,0.90564328974925,0.4412738103993528,0.38688461166457105,0.30644296330345516,0.33052388035035535,0.14877631481068215,0.2056484782012613,0.5318795292866165,0.4627793203755124,1.2576638893255778,0.40592652729855894,0.3284072249589491,0.4999166805532411,0.4527960153950645,0.2961208172934557,0.6938421509106678
needs,0.3156509044474495,0.32385517196709634,0.3171414979650087,0.15842839036755385,0.6680026720106881,0.16980811682798438,0.367728175332794,0.38688461166457105,0.30644296330345516,0.49578582052553294,0.2975526296213643,0.4112969564025226,0.19945482348248122,0.2644453259288642,0.5502279515799403,0.0,0.10946907498631638,0.3332777870354941,0.5659950192438307,0.2961208172934557,0.26019080659150046
real,0.49499800924713677,0.45339724075393484,0.5285691632750145,0.369666244190959,0.33400133600534404,0.6226297617026094,0.367728175332794,0.38688461166457105,0.22983222247759136,0.49578582052553294,0.37194078702670536,0.2741979709350151,0.19945482348248122,1.190003966679889,0.47162395849709166,0.541235369731412,0.21893814997263275,0.4165972337943676,0.4527960153950645,0.5922416345869114,1.3009540329575022
did,1.0007568447822548,1.3601917222618045,3.594270310270099,1.0561892691170256,1.0855043420173682,0.90564328974925,0.6619107155990291,0.29016345874842825,0.8427181490845017,0.5508731339172588,0.5207171018373874,0.6169454346037839,0.930789176251579,0.5288906518577284,1.1790598962427292,0.8118530545971179,0.4378762999452655,1.0831528078653558,0.11319900384876612,0.9623926562037312,1.0407632263660018
news,1.036626265742192,1.1658786190815467,0.2114276653100058,0.4224757076468103,0.8350033400133601,0.5094243504839532,1.029638890931823,0.5803269174968565,1.072550371562093,0.7712223874841624,1.4877631481068214,1.508088840142583,1.6621235290206768,1.123892635197673,1.021851910077032,3.044448954739192,1.6420361247947455,0.6665555740709882,0.3395970115462984,0.7403020432336394,1.2142237640936686
think,1.0258654394542108,1.0363365502947082,1.7971351551350494,1.7955217574989437,1.3360053440213762,0.8490405841399219,0.735456350665588,1.0639326820775703,0.4596644449551827,0.33052388035035535,0.5207171018373874,0.5483959418700302,0.8643042350907519,1.2561152981621049,0.7860399308284861,0.7441986333806914,1.20415982484948,2.1663056157307117,0.3395970115462984,1.110453064850459,1.3009540329575022
campaign,0.5452151985910492,0.5829393095407733,0.6342829959300174,0.15842839036755385,0.41750167000668004,0.28301352804664065,0.4412738103993528,0.29016345874842825,1.1491611123879566,0.16526194017517767,0.9670460462694339,1.4395393474088292,0.5318795292866165,0.06611133148221605,0.7074359377456375,0.7441986333806914,1.5325670498084292,0.0,0.6791940230925968,0.2961208172934557,0.3469210754553339
relief,0.06815189982388115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9364843276593401,0.0,0.06854949273375377,0.0,0.0,0.0,0.0,0.10946907498631638,0.0,0.0,0.0,0.0
court,0.3945636305593119,0.1943131031802578,0.15857074898250434,0.0,0.33400133600534404,0.2264108224373125,1.3973670662646172,0.29016345874842825,0.07661074082586379,0.22034925356690352,0.2975526296213643,0.4798464491362764,0.26593976464330826,0.06611133148221605,0.6288319446627889,1.35308842432853,0.6568144499178982,0.08331944675887352,1.2451890423364274,0.5182114302635475,0.0
small,0.4089113989432869,0.1943131031802578,0.4228553306200116,0.21123785382340515,0.16700066800267202,0.0,0.1470912701331176,0.19344230583228553,0.30644296330345516,3.4705007436787305,0.07438815740534108,0.4112969564025226,0.26593976464330826,0.2644453259288642,0.07860399308284861,0.20296326364927947,0.0,0.08331944675887352,0.0,0.3701510216168197,0.08673026886383348
rights,0.2726075992955246,0.5181682751473541,0.26428458163750723,0.369666244190959,0.0,0.452821644874625,0.2941825402662352,0.0,0.07661074082586379,0.16526194017517767,0.2975526296213643,0.2056484782012613,0.06648494116082707,0.3966679888932963,0.31441597233139446,0.135308842432853,0.10946907498631638,0.4165972337943676,0.11319900384876612,0.5922416345869114,0.43365134431916735
economic,0.25108594671956214,0.32385517196709634,0.0,0.3168567807351077,0.16700066800267202,0.2264108224373125,0.2206369051996764,0.09672115291614276,0.07661074082586379,0.9915716410510659,0.2975526296213643,0.34274746366876885,0.33242470580413536,0.1322226629644321,0.07860399308284861,0.40592652729855894,0.0,0.3332777870354941,0.0,0.07403020432336392,0.17346053772766695
sure,0.27619454139151833,0.3886262063605156,0.2114276653100058,0.10561892691170258,0.751503006012024,0.452821644874625,0.1470912701331176,0.09672115291614276,0.38305370412931894,0.16526194017517767,0.2231644722160232,0.13709898546750754,0.33242470580413536,0.06611133148221605,0.39301996541424306,0.135308842432853,0.10946907498631638,0.6665555740709882,0.0,0.2961208172934557,0.5203816131830009
where,0.6420626351828802,0.7772524127210312,0.6342829959300174,0.739332488381918,0.8350033400133601,0.6226297617026094,0.9560932558652644,0.9672115291614276,0.38305370412931894,0.2754365669586294,0.7438815740534107,0.5483959418700302,0.4653945881257895,0.6611133148221605,0.8646439239113347,0.8118530545971179,0.3284072249589491,0.8331944675887352,0.3395970115462984,0.4441812259401836,0.6071118820468343
leaders,0.3156509044474495,0.0,0.3699984142925102,0.10561892691170258,0.41750167000668004,0.11320541121865625,0.2941825402662352,0.29016345874842825,0.07661074082586379,0.44069850713380704,0.5207171018373874,0.5483959418700302,0.0,0.3966679888932963,0.5502279515799403,0.40592652729855894,0.10946907498631638,0.08331944675887352,0.7923930269413629,0.4441812259401836,0.6071118820468343
call,0.5057588355351179,0.5829393095407733,0.26428458163750723,0.4752851711026616,1.0855043420173682,0.5660270560932813,0.4412738103993528,0.09672115291614276,0.6128859266069103,0.49578582052553294,0.7438815740534107,1.0967918837400603,0.13296988232165413,0.3966679888932963,0.39301996541424306,0.3382721060821325,0.5473453749315819,0.4999166805532411,0.5659950192438307,0.4441812259401836,0.43365134431916735
week,0.45912858828719927,0.45339724075393484,0.3171414979650087,0.10561892691170258,0.250501002004008,0.3962189392652969,0.4412738103993528,0.38688461166457105,0.38305370412931894,0.7161350740924365,0.4463289444320464,0.8225939128050452,0.39890964696496245,0.9255586407510248,0.8646439239113347,0.0676544212164265,0.10946907498631638,1.0831528078653558,0.0,0.14806040864672784,0.7805724197745013
let,0.5810846195509867,0.3886262063605156,1.4799936571700407,0.4752851711026616,0.33400133600534404,0.5660270560932813,0.5883650805324704,0.4836057645807138,0.38305370412931894,0.9915716410510659,0.7438815740534107,0.13709898546750754,0.5318795292866165,0.5288906518577284,0.7074359377456375,0.3382721060821325,0.10946907498631638,0.9165139143476086,0.4527960153950645,0.4441812259401836,0.43365134431916735
since,0.5918454458389679,0.9715655159012889,0.5285691632750145,0.9505703422053232,1.002004008016032,0.6792324673119375,0.5148194454659115,0.4836057645807138,1.455604075691412,0.05508731339172588,0.4463289444320464,1.0282423910063065,0.7978192939299249,0.3966679888932963,0.31441597233139446,0.40592652729855894,0.0,0.4165972337943676,0.4527960153950645,0.4441812259401836,0.17346053772766695
important,0.3981505726553056,0.5829393095407733,0.2114276653100058,0.4224757076468103,0.16700066800267202,0.2264108224373125,0.5883650805324704,0.0,0.22983222247759136,0.49578582052553294,0.37194078702670536,0.34274746366876885,0.4653945881257895,0.5950019833399445,0.39301996541424306,0.676544212164265,0.5473453749315819,0.08331944675887352,0.11319900384876612,0.5922416345869114,0.6938421509106678
businesses,0.4698894145751805,0.06477103439341926,0.3699984142925102,0.10561892691170258,0.16700066800267202,0.056602705609328126,0.1470912701331176,0.0,0.38305370412931894,4.241723131162893,0.2231644722160232,0.2056484782012613,0.33242470580413536,0.1322226629644321,0.07860399308284861,0.3382721060821325,0.0,0.5832361273121146,0.11319900384876612,0.4441812259401836,0.08673026886383348
could,0.6061932142229428,0.5829393095407733,1.1099952428775306,1.0033798056611745,0.501002004008016,0.5094243504839532,0.6619107155990291,0.29016345874842825,0.6128859266069103,0.44069850713380704,0.6694934166480696,0.5483959418700302,0.6648494116082707,0.7272246463043766,0.0,0.47358094851498544,0.6568144499178982,0.6665555740709882,0.22639800769753224,0.5922416345869114,0.6938421509106678
put,0.43760693571123677,0.3886262063605156,0.3171414979650087,0.4224757076468103,0.33400133600534404,0.2264108224373125,0.5148194454659115,0.4836057645807138,0.22983222247759136,0.9915716410510659,0.2975526296213643,0.6169454346037839,0.5318795292866165,0.2644453259288642,0.8646439239113347,0.40592652729855894,0.21893814997263275,0.16663889351774705,0.4527960153950645,0.3701510216168197,0.5203816131830009
ensure,0.09326049449583736,0.06477103439341926,0.1057138326550029,0.05280946345585129,0.250501002004008,0.0,0.0,0.0,0.0,0.44069850713380704,0.0,0.2056484782012613,0.0,0.06611133148221605,0.07860399308284861,0.0676544212164265,0.0,0.0,0.11319900384876612,0.2961208172934557,0.0
women,0.3981505726553056,0.5181682751473541,0.1057138326550029,0.15842839036755385,0.0,0.11320541121865625,0.1470912701331176,0.19344230583228553,1.072550371562093,0.16526194017517767,0.07438815740534108,1.2338908692075679,0.33242470580413536,0.9255586407510248,0.15720798616569723,0.270617684865706,0.3284072249589491,0.08331944675887352,0.11319900384876612,0.8143322475570033,1.3009540329575022
very,0.997169902686261,0.9715655159012889,0.581426079602516,1.2146176594845797,0.6680026720106881,1.2452595234052188,0.5883650805324704,0.19344230583228553,3.524094077989734,0.44069850713380704,0.5207171018373874,0.6854949273375377,1.1967289408948873,1.0577813037154569,0.31441597233139446,2.638522427440633,0.3284072249589491,1.0831528078653558,0.22639800769753224,1.036422860527095,0.7805724197745013
again,0.6348887509908927,0.25908413757367704,0.4228553306200116,0.2640473172792564,1.586506346025384,0.452821644874625,0.8090019857321468,0.8704903762452848,1.455604075691412,0.5508731339172588,0.8182697314587518,0.2056484782012613,0.997274117412406,0.7933359777865926,1.021851910077032,1.0148163182463974,0.4378762999452655,0.24995834027662056,0.22639800769753224,0.3701510216168197,0.08673026886383348
economy,0.4196722252312681,0.06477103439341926,0.1057138326550029,0.5809040980143642,0.08350033400133601,0.28301352804664065,0.367728175332794,0.19344230583228553,0.5362751857810465,1.1017462678345176,0.7438815740534107,1.165341376473814,0.5318795292866165,0.1322226629644321,0.0,0.8795074758135445,0.21893814997263275,0.3332777870354941,0.3395970115462984,0.07403020432336392,0.26019080659150046
safe,0.3802158621753369,0.06477103439341926,0.3699984142925102,0.15842839036755385,0.16700066800267202,0.0,0.367728175332794,0.5803269174968565,0.4596644449551827,0.9915716410510659,0.2975526296213643,0.34274746366876885,0.4653945881257895,0.3966679888932963,0.31441597233139446,0.8795074758135445,0.0,0.5832361273121146,0.0,0.5182114302635475,0.43365134431916735
better,0.46630247247918677,0.5181682751473541,0.15857074898250434,0.6337135614702154,0.08350033400133601,0.3962189392652969,0.367728175332794,0.29016345874842825,0.38305370412931894,0.44069850713380704,0.37194078702670536,0.6854949273375377,0.6648494116082707,0.3966679888932963,0.23581197924854583,1.0148163182463974,0.21893814997263275,0.8331944675887352,0.3395970115462984,0.2220906129700918,0.9540329575021682
pay,0.2654337151035371,0.06477103439341926,0.2114276653100058,0.369666244190959,0.16700066800267202,0.33961623365596877,0.6619107155990291,0.29016345874842825,0.15322148165172758,0.16526194017517767,0.2975526296213643,0.2741979709350151,0.39890964696496245,0.2644453259288642,0.07860399308284861,0.20296326364927947,0.10946907498631638,0.16663889351774705,0.22639800769753224,0.2961208172934557,0.5203816131830009
made,0.48423718295915547,0.1943131031802578,0.26428458163750723,0.6865230249260668,0.16700066800267202,0.5094243504839532,0.367728175332794,0.38688461166457105,0.7661074082586379,0.3856111937420812,0.2231644722160232,0.8225939128050452,0.33242470580413536,0.5288906518577284,0.15720798616569723,0.7441986333806914,0.7662835249042146,0.6665555740709882,0.4527960153950645,0.8143322475570033,0.5203816131830009
administration,0.22239040995161213,0.1943131031802578,0.2114276653100058,0.0,0.08350033400133601,0.11320541121865625,0.2941825402662352,0.09672115291614276,0.07661074082586379,0.22034925356690352,0.14877631481068215,0.4798464491362764,0.13296988232165413,0.1322226629644321,0.39301996541424306,0.6088897909478385,0.21893814997263275,0.0,0.7923930269413629,0.2961208172934557,0.17346053772766695
action,0.19369487318366221,0.1943131031802578,0.15857074898250434,0.15842839036755385,0.0,0.0,0.2941825402662352,0.0,0.22983222247759136,0.6610477607007107,0.14877631481068215,0.4112969564025226,0.0,0.1322226629644321,0.23581197924854583,0.3382721060821325,0.21893814997263275,0.3332777870354941,0.11319900384876612,0.0,0.08673026886383348
law,0.7281492454867301,0.45339724075393484,0.5285691632750145,0.4224757076468103,0.16700066800267202,0.5094243504839532,1.029638890931823,0.7737692233291421,0.4596644449551827,1.3220955214014214,0.9670460462694339,0.6169454346037839,0.7978192939299249,0.33055665741108026,0.47162395849709166,1.6913605304106623,0.5473453749315819,0.4165972337943676,0.6791940230925968,1.258513473497187,1.0407632263660018
another,0.5774976774549929,0.45339724075393484,0.5285691632750145,0.369666244190959,1.0855043420173682,0.33961623365596877,0.6619107155990291,0.8704903762452848,0.7661074082586379,0.49578582052553294,0.8182697314587518,0.8225939128050452,0.39890964696496245,0.33055665741108026,0.7860399308284861,0.7441986333806914,1.3136288998357963,0.8331944675887352,0.11319900384876612,0.14806040864672784,0.08673026886383348
government,0.5201066039190929,0.1943131031802578,0.6871399122575189,1.2146176594845797,0.584502338009352,0.452821644874625,0.4412738103993528,0.29016345874842825,0.5362751857810465,0.6059604473089848,0.0,0.2741979709350151,0.7313343527690979,0.3966679888932963,0.39301996541424306,0.9471618970299709,0.0,0.6665555740709882,0.0,0.4441812259401836,0.8673026886383347
