words,dem_AdamParkhomenko,dem_amyklobuchar,dem_AmyMcGrathKY,dem_aoc,dem_barackobama,dem_berniesanders,dem_funder,dem_ilhanmn,dem_joebiden,dem_joncoopertweets,dem_kamalaharris,dem_petebuttigieg,dem_rashidatlaib,dem_rbreich,dem_RepSwalwell,dem_senatorcarper,dem_senatorreid,dem_senbobcasey,dem_senschumer,dem_speakerpelosi,merged
by,3.0833408905413986,3.9068925810166144,2.984621610683934,3.2317636195752537,3.3127070441902617,3.6681991587596596,3.4784159828754904,3.115794244278269,2.2606168254480865,3.450417500517563,3.0061158909505545,4.13594677216328,4.268193851639743,3.9355617358450963,3.3391723231880883,3.493768576941127,3.563443264393516,5.393561436035733,3.0139394700489763,5.1194539249146755,3.585775676114812
their,2.6299084066382514,4.3592696167132745,3.2881424524484015,3.283061454806607,5.0003125195324705,5.477844077081092,1.0702818408847663,4.871969181962384,3.067979977393832,2.829342350424401,5.3902767699803045,2.4575915602709344,3.6738883786266143,5.037519021881723,2.572804904751478,3.806643374876154,3.7730575740637224,4.944097983032755,3.8511448783959144,4.766388136989526,3.910736596762717
people,2.8112814001995106,5.2640236881065965,1.365843787940105,5.847953216374268,4.2502656416026,6.113665264599432,2.76489475561898,5.155223204169499,4.359761020507024,2.4152922503622936,3.78355965585156,2.637415332973686,4.1601383110919015,5.194941491315527,2.080140135756514,2.4508525838243727,2.096143096702068,2.752963649643238,2.5953367658755075,3.942567965164175,3.6894270042525057
has,5.169130316495874,2.5497614739266323,4.299878591663294,2.9752744434184875,2.3126445402837676,2.641103394306955,3.835176596503746,3.455699070926807,3.6600462888207113,6.141743150921261,3.36892298123769,2.9371216208116047,2.4312496623264357,5.7196830560948735,3.1202102036347714,3.4416227772852896,4.8211291224147566,3.483341760773077,2.5116162250408136,3.0599034953513002,3.4961312842119416
they,3.3554003808832866,4.112518506333278,2.529340348037232,4.206422488970966,1.8751171948246765,3.1301966154749095,2.8540849090260436,2.7758894176297306,2.583562086226385,3.6574425505486166,2.6951383849901522,1.858178984595097,3.133610675887406,2.781130293330535,2.791767024304795,3.389476977629452,3.0743432084963667,2.0225855385133995,4.18602704173469,2.5891491114511003,3.022696839474908
us,3.2647138841026573,3.0021385096232933,2.782274382840955,2.2571047501795425,5.500343771485718,3.8149271251100463,5.618979664645024,3.3423974620439614,4.198288390117876,2.829342350424401,2.073183373069348,5.754360726488041,5.348749257118159,3.305871858109881,5.58353404860959,3.754497575220316,3.214086081609838,2.5844148547671217,1.5488300054418351,5.2959868188772505,3.6586117445358943
my,3.0833408905413986,4.852771837473268,6.829218939700526,2.4622960911049554,3.5002187636727293,1.369461019270273,2.675704602211916,3.569000679809653,2.099144195058938,3.7264509005589677,4.820151342386234,3.116945393514356,3.5658328380787725,0.7871123471690193,6.021458287716225,5.73603796214215,3.004471771939631,2.3596831282656328,0.6697643266775504,2.9422148993762502,3.3672674708515657
more,2.0857894259544754,2.7553873992432965,3.389316066369891,2.6161895967990154,4.062753922120132,2.885650004890932,2.2297538351765964,3.0024926353954227,3.8753431293395773,2.5533089503829967,3.835389240178294,3.8961817418929447,3.2416662164352474,5.142467334837592,2.791767024304795,4.7974135683370704,2.8647288988261597,3.8204393505253105,3.4744024446397925,2.5891491114511003,3.3476577601228126
can,3.8995193615670627,4.852771837473268,2.73168757588021,3.744741971888786,4.125257828614289,4.450748312628387,2.3189439885836602,3.5123498753682303,5.490069433231067,2.829342350424401,5.131128848346637,5.814301984055625,2.917499594791723,1.4168022249042347,3.3391723231880883,3.702351775564478,2.375628842929011,2.921512444519355,2.42789568420612,1.6476403436507003,3.5213437694346243
his,6.982860252108462,2.7553873992432965,2.681100768919466,1.4363393864778908,2.000125007812988,1.5650983077374547,5.173028897609704,1.5862225243598458,3.175628397653264,7.659926851148989,3.265263812584223,2.157885272433016,2.7554162839699603,4.197932518234769,4.160280271513028,1.5643739896751319,4.541643376187814,1.7978538120119107,3.4744024446397925,3.5306578792515007,3.140355103847425
your,3.1740273873220275,2.878762954433295,3.743423715095103,4.052528983276906,4.437777361085067,2.885650004890932,3.210845522654299,3.5123498753682303,2.637386296356101,1.7942171002691325,3.8872188245050276,5.035065635677036,2.863471824517802,2.203914572073254,6.185679877381213,3.6502059759086403,1.1179429849077698,5.1688297095342435,1.0883670308510192,1.0591973637754502,3.2215953340094017
