words,dem_AdamParkhomenko,dem_amyklobuchar,dem_AmyMcGrathKY,dem_aoc,dem_barackobama,dem_berniesanders,dem_funder,dem_ilhanmn,dem_joebiden,dem_joncoopertweets,dem_kamalaharris,dem_petebuttigieg,dem_rashidatlaib,dem_rbreich,dem_RepSwalwell,dem_senatorcarper,dem_senatorreid,dem_senbobcasey,dem_senschumer,dem_speakerpelosi,merged
testing,0.09068649678062936,1.891758512913308,0.3541076487252125,0.3077870113881194,0.18751171948246764,0.04890932211679546,0.5351409204423832,0.6798096532970768,1.6685505140212067,0.34504175005175625,0.6737845962475381,0.2997062878379188,0.3781943919174456,0.6296898777352153,0.38318370921830525,0.5736037962142149,0.0,0.9551098376313276,5.902298128845913,0.9415087678004002,0.9720813746967498
way,0.9975514645869229,1.0692548116466525,0.7588021044111696,0.8207653637016518,1.3750859428714295,0.7336398317519319,1.0702818408847663,0.45320643553138457,1.1303084127240433,0.6210751500931612,0.7256141805742717,1.258766408919259,0.6483332432870496,0.10494831295586923,0.4926647689949639,0.7300411951817282,0.41922861934041367,1.067475700882072,0.5441835154255096,0.5884429798752501,0.7703814929152917
working,0.2720594903418881,1.2337555518999836,0.7588021044111696,1.2311480455524777,0.6250390649415588,2.6900127164237504,0.5351409204423832,1.4162701110355767,0.6997147316863125,0.20702505003105376,0.9329325178812066,0.8391776059461727,0.7023610135609704,0.9445348166028231,0.4926647689949639,0.7821869948375659,0.9083286752375629,0.5056463846283499,1.0046464900163257,1.0003530657879252,0.9356633404862088
had,1.1789244581481817,0.575752590886659,1.264670174018616,0.7694675284702985,0.6250390649415588,0.5380025432847501,0.9810916874777025,0.11330160888284614,0.3767694709080144,1.1731419501759712,0.5701254275940707,0.6593538332434214,0.7023610135609704,0.7871123471690193,0.8758484782132692,0.6778953955258904,0.698714365567356,0.4494634530029777,0.3348821633387752,0.35306578792515003,0.6611273902836685
she,1.4509839484900697,1.2748807369633162,0.9105625252934034,1.4876372217092437,0.7500468779298706,0.5869118654015455,0.35676061362825545,1.4162701110355767,0.0,0.6210751500931612,0.9847621022079404,0.539471318108254,1.6748608784915446,0.0,0.4379242391066346,0.052145799655837724,0.41922861934041367,0.05618293162537221,0.1674410816693876,0.23537719195010004,0.6695315520245626
any,0.6348054774644056,0.16450074025333114,0.5058680696074463,0.6668718580075921,0.500031251953247,0.7336398317519319,0.6243310738494471,0.6231588488556538,0.5382421012971634,0.9661169001449176,0.36280709028713587,0.6593538332434214,0.3781943919174456,0.9445348166028231,0.9305890081015984,0.5214579965583772,0.8384572386808273,0.786561042755211,0.5441835154255096,0.23537719195010004,0.5938940963565157
white,1.723043438831958,0.6991281460766573,0.1517604208822339,0.9746588693957114,0.12500781298831176,0.4890932211679546,0.9810916874777025,0.7931112621799229,1.1841326228537594,0.9661169001449176,0.6219550119208044,0.9590601210813402,0.6483332432870496,0.7871123471690193,0.2737026494416466,0.2607289982791886,0.27948574622694244,0.7303781111298387,0.5860437858428565,0.29422148993762504,0.6499218412958098
world,0.09068649678062936,0.20562592531666393,0.20234722784297857,0.5642761875448856,2.5001562597662352,0.9781864423359092,1.783803068141277,1.529571719918423,1.1303084127240433,0.4140501000621075,0.6737845962475381,0.8391776059461727,0.7023610135609704,0.5772157212572807,0.38318370921830525,0.4693121969025395,0.4891000558971492,0.5056463846283499,0.37674243375612204,0.8826644698128752,0.7339634587047507
while,0.9975514645869229,1.0692548116466525,1.1634965600971265,0.6668718580075921,0.6250390649415588,1.2227330529198865,0.35676061362825545,0.7931112621799229,0.5382421012971634,0.27603340004140503,0.6737845962475381,0.6593538332434214,0.8644443243827327,0.9445348166028231,0.8758484782132692,0.3650205975908641,0.6288429290106206,0.6741951795044666,0.3348821633387752,0.4119100859126751,0.7199565224699271
fighting,0.09068649678062936,1.3160059220266491,0.3541076487252125,0.2564891761567662,0.2500156259766235,1.2227330529198865,0.08919015340706386,1.529571719918423,0.3229452607782981,0.4140501000621075,1.8140354514356796,0.41958880297308637,1.296666486574099,0.15742246943380384,0.05474052988832932,0.2607289982791886,0.5589714924538849,0.8989269060059554,3.64184352630918,1.1768859597505001,0.896443919028703
realdonaldtrump,0.45343248390314683,0.0,0.0,0.0,0.0,0.0,1.2486621476988942,0.11330160888284614,0.0,1.1041336001656201,0.1036591686534674,0.05994125756758376,0.0,0.0,2.737026494416466,0.7821869948375659,0.27948574622694244,0.3370975897522333,0.0,0.35306578792515003,0.3389678568827283
nation,0.0,0.20562592531666393,0.5058680696074463,0.1538935056940597,0.06250390649415588,1.0760050865695001,0.8027113806635747,0.39655563108996145,3.767694709080144,0.13801670002070252,1.8140354514356796,0.6593538332434214,0.43222216219136633,0.7871123471690193,0.2737026494416466,1.7208113886426448,1.048071548351034,1.5169391538850499,0.3348821633387752,0.7061315758503001,0.8348133995954796
together,0.36274598712251743,1.6861325875966442,0.7588021044111696,0.3077870113881194,1.06256641040065,1.61400762985425,0.35676061362825545,0.9630636755041921,2.691210506485817,0.06900835001035126,1.0884212708614078,1.019001378648924,0.5943054730131287,0.15742246943380384,0.9853295379899278,0.7300411951817282,0.349357182783678,0.6180122478790944,0.3348821633387752,1.2945745557255501,0.8908411445347737
am,1.4509839484900697,0.575752590886659,0.40469445568595713,0.9746588693957114,0.18751171948246764,0.8803677981023184,1.2486621476988942,1.1896668932698846,0.3229452607782981,0.4140501000621075,0.8292733492277392,0.539471318108254,1.026527635204495,0.26237078238967304,0.6021458287716225,1.095061792772592,0.4891000558971492,0.8427439743805831,0.1255808112520407,2.5891491114511003,0.7703814929152917
donald,1.723043438831958,1.2337555518999836,0.05058680696074464,0.0,0.0,0.5380025432847501,1.5162326079200856,0.5665080444142307,6.512729425695677,1.7252087502587814,0.3109775059604022,0.779236348378589,0.10805554054784158,0.36731909534554236,0.38318370921830525,0.5214579965583772,1.6769144773616547,0.05618293162537221,0.20930135208673448,0.11768859597505002,0.8712314338060207
communities,0.0,0.9870044415199869,0.6576284904896803,0.872063198933005,1.2500781298831176,0.4401838990511592,0.08919015340706386,0.7364604577384999,0.6997147316863125,0.0,2.4359904633564837,0.7192950908110052,1.1886109460262575,0.5772157212572807,0.4926647689949639,1.5643739896751319,0.27948574622694244,1.4607562222596775,0.795345137929591,1.8241732376132753,0.8992453062756677
much,0.9068649678062937,0.6168777759499918,0.8599757183326588,0.6668718580075921,0.6875429714357147,1.0270957644527048,1.1594719942918301,0.5098572399728076,0.5920663114268797,0.06900835001035126,0.6219550119208044,1.258766408919259,0.3781943919174456,0.47226740830141156,0.7116268885482812,0.2085831986233509,0.8384572386808273,0.3370975897522333,0.3348821633387752,0.4707543839002001,0.6191065815791981
everyone,2.2671624195157345,1.0281296265833195,1.0117361392148927,1.0259567046270648,0.7500468779298706,0.4401838990511592,0.5351409204423832,0.6798096532970768,1.5609020937617741,0.8971085501345663,0.7774437649010055,0.779236348378589,0.43222216219136633,0.36731909534554236,0.2189621195533173,0.4171663972467018,0.27948574622694244,0.5056463846283499,0.41860270417346895,0.23537719195010004,0.7087509734820684
voting,0.09068649678062936,1.521631847343313,0.8093889113719143,0.3077870113881194,0.43752734545909117,0.5869118654015455,4.191937210132002,0.45320643553138457,0.16147263038914905,0.27603340004140503,1.4512283611485435,1.1988251513516752,0.270138851369604,1.784121320249777,0.7663674184366105,0.4171663972467018,0.20961430967020683,0.4494634530029777,0.6697643266775504,0.23537719195010004,0.7871898163970799
may,0.2720594903418881,0.45237703569666066,0.8093889113719143,0.7694675284702985,0.43752734545909117,0.4401838990511592,0.2675704602211916,0.5098572399728076,0.48441789116744716,0.7590918501138638,1.036591686534674,0.41958880297308637,0.8104165541088119,0.5247415647793461,0.9853295379899278,0.8343327944934036,0.20961430967020683,1.3483903590089332,1.7162710871112226,0.5884429798752501,0.7199565224699271
say,1.0882379613675524,0.2878762954433295,0.3541076487252125,0.8207653637016518,0.562535158447403,0.34236525481756824,1.1594719942918301,0.849762066621346,0.8073631519457453,0.5520668000828101,0.2591479216336685,0.3596475454055026,0.7023610135609704,0.6821640342131501,0.9305890081015984,0.6778953955258904,1.3275572945779763,0.3932805213776055,0.46046297459081587,0.05884429798752501,0.5994968708504452
federal,0.18137299356125872,0.6580029610133246,0.6576284904896803,0.8207653637016518,0.3125195324707794,0.4890932211679546,0.17838030681412773,0.39655563108996145,0.2691210506485817,1.1731419501759712,0.8292733492277392,0.41958880297308637,1.026527635204495,1.3118539119483654,0.4379242391066346,0.9907701934609168,0.4891000558971492,1.4607562222596775,1.5488300054418351,0.4119100859126751,0.73956623319868
proud,0.0,1.0281296265833195,1.365843787940105,0.4103826818508259,1.9376211013188325,0.6358211875183409,0.17838030681412773,0.7931112621799229,0.5920663114268797,0.06900835001035126,0.8292733492277392,1.498531439189594,0.9184720946566536,0.0,0.38318370921830525,1.095061792772592,0.6288429290106206,0.3370975897522333,0.9627862195989786,0.9415087678004002,0.7619773311743975
community,0.09068649678062936,0.945879256456654,1.0117361392148927,1.1285523750897712,0.8750546909181823,0.3912745769343637,0.08919015340706386,1.699524133242692,0.9150115722051778,0.13801670002070252,0.9329325178812066,0.7192950908110052,1.1886109460262575,0.15742246943380384,1.1495511276549157,0.6778953955258904,0.41922861934041367,2.134951401764144,0.5860437858428565,0.8238201718253502,0.8376147868424444
change,0.18137299356125872,0.6580029610133246,0.5058680696074463,0.5642761875448856,3.5627226701668855,0.9292771202191138,0.17838030681412773,0.7931112621799229,0.5920663114268797,0.6210751500931612,1.1402508551881414,0.9590601210813402,0.540277702739208,0.20989662591173847,0.5474052988832931,1.1472075924284297,1.5371716042481833,0.5618293162537221,0.6279040562602034,0.11768859597505002,0.795593978137974
said,1.0882379613675524,1.2748807369633162,0.6070416835289356,0.5129783523135324,0.18751171948246764,0.09781864423359092,1.0702818408847663,0.5098572399728076,0.5920663114268797,1.2421503001863223,0.5701254275940707,0.11988251513516752,0.7023610135609704,0.15742246943380384,1.3137727173199036,0.3128747979350263,0.41922861934041367,0.6741951795044666,0.9209259491816317,0.11768859597505002,0.6191065815791981
year,0.7254919742450349,0.575752590886659,1.1634965600971265,0.9746588693957114,1.125070316894806,0.19563728846718184,0.2675704602211916,0.5665080444142307,0.3767694709080144,0.34504175005175625,0.4146366746138696,0.5994125756758376,0.6483332432870496,0.5247415647793461,0.7116268885482812,0.6257495958700526,0.9782001117942984,1.1236586325074442,0.41860270417346895,1.1768859597505001,0.6723329392715273
big,0.36274598712251743,0.7402533311399901,1.5681910157830838,0.5642761875448856,0.7500468779298706,0.19563728846718184,0.35676061362825545,0.45320643553138457,0.3767694709080144,0.6900835001035125,0.36280709028713587,0.4795300605406701,0.4862499324652872,0.9445348166028231,0.3284431793299759,0.4171663972467018,0.6288429290106206,0.22473172650148884,1.0883670308510192,0.29422148993762504,0.5854899346156217
says,0.2720594903418881,0.2878762954433295,0.40469445568595713,0.5129783523135324,0.06250390649415588,0.09781864423359092,1.337852301105958,0.3399048266485384,0.10764842025943269,0.6210751500931612,0.1554887529802011,0.41958880297308637,0.8644443243827327,0.7871123471690193,0.5474052988832931,0.15643739896751316,1.1878144214645054,0.5056463846283499,0.37674243375612204,0.11768859597505002,0.43141363603256333
which,0.36274598712251743,0.5346274058233262,0.6070416835289356,0.7694675284702985,0.2500156259766235,1.0760050865695001,0.35676061362825545,0.5098572399728076,0.16147263038914905,0.5520668000828101,0.2073183373069348,0.4795300605406701,0.43222216219136633,0.47226740830141156,0.3284431793299759,0.8864785941492414,0.698714365567356,1.0112927692566998,0.2930218929214283,1.2945745557255501,0.5686816111338334
stand,0.5441189806837762,0.3701266655699951,1.0623229461756376,0.2564891761567662,0.8750546909181823,1.4183703413870683,0.0,0.849762066621346,1.0226599924646105,0.20702505003105376,0.4146366746138696,1.3786489240544266,0.540277702739208,0.31484493886760767,0.7663674184366105,0.5214579965583772,1.1878144214645054,0.4494634530029777,0.5023232450081628,0.9415087678004002,0.6863398755063508
before,0.9975514645869229,0.20562592531666393,0.9105625252934034,0.8207653637016518,0.8125507844240265,0.29345593270077275,1.337852301105958,0.6231588488556538,1.0226599924646105,0.4830584500724588,0.36280709028713587,0.8391776059461727,0.540277702739208,1.2069055989924962,0.6568863586599518,0.7300411951817282,0.4891000558971492,0.4494634530029777,0.5023232450081628,0.11768859597505002,0.6443190668018803
next,0.36274598712251743,0.5346274058233262,0.40469445568595713,0.5642761875448856,1.4375898493655854,0.8803677981023184,0.2675704602211916,0.5098572399728076,0.5382421012971634,0.6900835001035125,0.518295843267337,0.8391776059461727,0.8644443243827327,0.5772157212572807,1.0948105977665863,0.6257495958700526,0.6288429290106206,0.6741951795044666,0.7534848675122441,0.17653289396257502,0.6555246157897391
mcconnell,0.6348054774644056,0.3290014805066623,3.996357749898826,0.1538935056940597,0.0,0.19563728846718184,0.08919015340706386,0.05665080444142307,0.0,0.13801670002070252,0.3109775059604022,0.11988251513516752,0.0,1.101957286036627,0.10948105977665865,0.15643739896751316,2.096143096702068,0.3370975897522333,4.604629745908158,1.1768859597505001,0.8544231103242326
ever,0.2720594903418881,0.2878762954433295,1.0117361392148927,0.4103826818508259,0.3750234389649353,0.7336398317519319,1.783803068141277,0.5098572399728076,0.9688357823348943,0.4140501000621075,1.3475691924950761,0.8991188635137566,0.43222216219136633,0.15742246943380384,0.4379242391066346,0.7300411951817282,0.5589714924538849,0.22473172650148884,0.0418602704173469,0.5295986818877251,0.5826885473686569
millions,0.18137299356125872,0.2878762954433295,0.3541076487252125,0.9746588693957114,0.9375585974123383,1.6629169519710456,0.17838030681412773,0.7931112621799229,1.0764842025943269,0.4830584500724588,0.5701254275940707,0.779236348378589,0.1620833108217624,0.7346381906910847,0.4379242391066346,0.5736037962142149,0.7685858021240917,0.9551098376313276,1.2976683829377538,1.2357302577380251,0.7479703949395741
history,0.2720594903418881,0.24675111037999672,0.5058680696074463,0.5642761875448856,0.8125507844240265,0.8314584759855228,0.8919015340706385,0.45320643553138457,0.6458905215565962,0.828100200124215,0.6219550119208044,0.2997062878379188,0.5943054730131287,0.9970089730807576,0.38318370921830525,0.4171663972467018,1.1179429849077698,0.6741951795044666,0.1255808112520407,0.5295986818877251,0.5714829983807982
through,0.6348054774644056,1.0281296265833195,0.6070416835289356,0.9746588693957114,1.06256641040065,0.5869118654015455,0.2675704602211916,0.39655563108996145,1.1841326228537594,0.27603340004140503,0.36280709028713587,0.539471318108254,0.8644443243827327,0.47226740830141156,0.9305890081015984,0.6778953955258904,0.349357182783678,1.067475700882072,0.5023232450081628,0.4119100859126751,0.6779357137654566
too,0.9975514645869229,0.3290014805066623,0.708215297450425,0.6668718580075921,1.3750859428714295,0.3912745769343637,0.7135212272565109,1.0197144799456153,0.43059368103773077,0.34504175005175625,0.8292733492277392,0.6593538332434214,0.5943054730131287,0.5247415647793461,0.5474052988832931,0.6778953955258904,0.7685858021240917,0.4494634530029777,0.8372054083469379,0.5884429798752501,0.6583260030367037
home,0.2720594903418881,1.357131107089982,1.0117361392148927,0.6155740227762388,0.6250390649415588,0.5380025432847501,0.7135212272565109,0.5665080444142307,0.5382421012971634,0.6210751500931612,0.8292733492277392,0.41958880297308637,0.43222216219136633,0.47226740830141156,0.9305890081015984,0.3650205975908641,0.06987143655673561,1.3483903590089332,0.0837205408346938,0.17653289396257502,0.6163051943322333
left,0.5441189806837762,0.12337555518999836,0.4552812626467017,0.2564891761567662,0.2500156259766235,0.09781864423359092,0.08919015340706386,0.05665080444142307,0.3767694709080144,0.27603340004140503,0.36280709028713587,0.1798237727027513,0.3781943919174456,0.41979325182347693,0.2737026494416466,0.3128747979350263,0.27948574622694244,0.5618293162537221,0.20930135208673448,0.23537719195010004,0.2829401119434344
end,0.5441189806837762,0.3290014805066623,0.708215297450425,0.7694675284702985,0.18751171948246764,1.5650983077374547,0.8919015340706385,0.7364604577384999,0.6997147316863125,0.34504175005175625,0.6219550119208044,0.9590601210813402,0.4862499324652872,0.36731909534554236,0.6568863586599518,0.6257495958700526,0.349357182783678,0.3932805213776055,0.7116245970948972,0.8238201718253502,0.6443190668018803
needs,0.45343248390314683,0.6580029610133246,0.7588021044111696,0.4616805170821791,0.43752734545909117,0.4890932211679546,0.4459507670353193,0.9630636755041921,1.1841326228537594,0.4830584500724588,0.7256141805742717,0.3596475454055026,1.026527635204495,1.3643280684263002,0.38318370921830525,0.2607289982791886,0.27948574622694244,0.6741951795044666,1.7162710871112226,0.4119100859126751,0.7115523607290329
real,0.8161784710256643,0.575752590886659,0.8093889113719143,0.3590848466194727,1.125070316894806,0.6358211875183409,1.6946129147342133,0.45320643553138457,0.9688357823348943,0.5520668000828101,0.7774437649010055,0.41958880297308637,0.43222216219136633,0.5772157212572807,0.38318370921830525,0.5736037962142149,0.349357182783678,0.4494634530029777,0.9209259491816317,0.29422148993762504,0.6415176795549156
did,1.1789244581481817,0.45237703569666066,0.6070416835289356,0.4616805170821791,0.3750234389649353,0.09781864423359092,0.4459507670353193,0.5665080444142307,0.16147263038914905,0.4140501000621075,0.3109775059604022,0.2997062878379188,0.5943054730131287,0.47226740830141156,1.040070067878257,0.5214579965583772,0.698714365567356,0.3370975897522333,0.20930135208673448,0.0,0.4426191850204221
news,1.3602974517094404,0.24675111037999672,0.40469445568595713,0.4103826818508259,0.3125195324707794,0.19563728846718184,0.4459507670353193,0.11330160888284614,0.16147263038914905,0.9661169001449176,0.7774437649010055,0.3596475454055026,0.21611108109568317,0.36731909534554236,0.5474052988832931,0.9907701934609168,0.349357182783678,0.5618293162537221,0.0837205408346938,0.29422148993762504,0.4286122487855986
think,1.4509839484900697,0.16450074025333114,0.2529340348037232,0.4103826818508259,0.3750234389649353,0.3912745769343637,0.6243310738494471,0.45320643553138457,0.21529684051886538,1.380167000207025,0.0518295843267337,0.23976503027033505,0.3241666216435248,0.5772157212572807,0.7116268885482812,0.3128747979350263,0.8384572386808273,0.16854879487611665,0.2511616225040814,0.23537719195010004,0.42581086153863396
campaign,0.9068649678062937,0.6580029610133246,0.8599757183326588,0.6155740227762388,0.18751171948246764,1.2716423750366819,0.8919015340706385,0.5098572399728076,1.5070778836320575,1.2421503001863223,0.4146366746138696,1.7382964694599294,0.5943054730131287,0.20989662591173847,0.2737026494416466,0.0,0.20961430967020683,0.05618293162537221,0.1674410816693876,0.23537719195010004,0.610702419838304
relief,0.18137299356125872,0.8636288863299886,0.708215297450425,1.2311480455524777,0.0,0.8314584759855228,0.0,1.8694765465669614,0.8073631519457453,0.4140501000621075,0.6219550119208044,0.2997062878379188,1.080555405478416,0.9970089730807576,0.3284431793299759,1.7208113886426448,0.27948574622694244,1.2360244957581887,0.7116245970948972,0.7649758738378251,0.7927925908910093
court,1.5416704452706993,0.3290014805066623,0.10117361392148928,0.051297835231353235,2.4376523532720795,0.34236525481756824,0.2675704602211916,0.1699524133242692,0.16147263038914905,1.9322338002898352,0.8292733492277392,0.4795300605406701,0.7023610135609704,0.9445348166028231,0.2189621195533173,0.2085831986233509,1.607043040804919,0.28091465812686106,0.8372054083469379,0.8826644698128752,0.6639287775306332
small,0.09068649678062936,0.7402533311399901,0.5058680696074463,0.8207653637016518,0.12500781298831176,0.14672796635038637,0.08919015340706386,0.2832540222071154,0.6997147316863125,0.5520668000828101,0.8811029335544729,0.23976503027033505,0.270138851369604,0.7346381906910847,0.6021458287716225,0.938624393805079,0.13974287311347122,0.6180122478790944,2.5116162250408136,0.9415087678004002,0.6583260030367037
rights,0.18137299356125872,0.45237703569666066,0.3541076487252125,0.5129783523135324,0.18751171948246764,1.2227330529198865,0.2675704602211916,0.9064128710627691,0.5920663114268797,0.0,1.036591686534674,0.8391776059461727,0.5943054730131287,1.3643280684263002,0.2189621195533173,0.4693121969025395,0.41922861934041367,1.0112927692566998,1.5069697350244882,1.2357302577380251,0.7087509734820684
economic,0.0,0.6168777759499918,0.3541076487252125,0.4103826818508259,0.43752734545909117,1.8585542404382276,0.2675704602211916,0.7364604577384999,1.5609020937617741,0.8971085501345663,0.36280709028713587,0.4795300605406701,0.4862499324652872,0.6296898777352153,0.10948105977665865,0.5736037962142149,0.27948574622694244,0.8427439743805831,1.632550546276529,0.9415087678004002,0.7171551352229624
sure,1.0882379613675524,1.3982562921533146,1.3152569809793606,0.4103826818508259,0.9375585974123383,0.8314584759855228,0.2675704602211916,0.22660321776569228,0.43059368103773077,0.13801670002070252,1.1402508551881414,0.8391776059461727,0.9184720946566536,0.10494831295586923,0.6021458287716225,0.6257495958700526,0.06987143655673561,0.5056463846283499,1.1302273012683663,0.4707543839002001,0.7059495862351036
where,0.2720594903418881,0.5346274058233262,0.40469445568595713,0.6155740227762388,0.6875429714357147,0.6358211875183409,0.6243310738494471,0.7364604577384999,0.5382421012971634,0.7590918501138638,0.4664662589406033,0.9590601210813402,0.3781943919174456,0.9445348166028231,0.4926647689949639,0.5736037962142149,0.27948574622694244,0.5056463846283499,0.46046297459081587,0.35306578792515003,0.5630788366399041
leaders,0.2720594903418881,0.7813785162033229,1.0117361392148927,0.5642761875448856,4.875304706544159,0.29345593270077275,0.35676061362825545,0.5098572399728076,0.16147263038914905,0.20702505003105376,0.5701254275940707,1.318707666486843,0.3781943919174456,0.41979325182347693,0.3284431793299759,0.3128747979350263,0.8384572386808273,0.4494634530029777,0.20930135208673448,0.29422148993762504,0.6891412627533154
call,0.5441189806837762,0.7813785162033229,0.7588021044111696,1.3337437160151842,0.43752734545909117,0.3912745769343637,0.35676061362825545,0.9064128710627691,0.10764842025943269,0.5520668000828101,0.3109775059604022,0.779236348378589,0.6483332432870496,0.5772157212572807,0.6568863586599518,0.6257495958700526,0.6288429290106206,0.7303781111298387,0.3348821633387752,0.5884429798752501,0.6079010325913392
week,0.9068649678062937,0.9870044415199869,0.6576284904896803,0.8207653637016518,0.562535158447403,0.29345593270077275,0.35676061362825545,0.22660321776569228,0.5382421012971634,0.4140501000621075,1.0884212708614078,0.2997062878379188,0.3781943919174456,0.47226740830141156,0.5474052988832931,0.938624393805079,0.27948574622694244,0.8427439743805831,0.7534848675122441,0.7649758738378251,0.6219079688261627
let,0.2720594903418881,0.2878762954433295,0.3541076487252125,0.5642761875448856,0.562535158447403,0.3912745769343637,0.9810916874777025,0.849762066621346,1.2917810431131924,0.4140501000621075,0.8811029335544729,0.1798237727027513,0.5943054730131287,1.784121320249777,0.5474052988832931,0.2085831986233509,0.20961430967020683,0.5056463846283499,0.46046297459081587,0.11768859597505002,0.5742843856277629
since,0.9975514645869229,0.49350222075999345,0.4552812626467017,0.5642761875448856,0.8125507844240265,0.34236525481756824,0.4459507670353193,0.5665080444142307,0.16147263038914905,0.4830584500724588,0.7774437649010055,0.41958880297308637,0.270138851369604,1.4168022249042347,0.4379242391066346,0.10429159931167545,0.7685858021240917,0.6741951795044666,0.5023232450081628,0.9415087678004002,0.5686816111338334
important,0.8161784710256643,0.7402533311399901,0.8599757183326588,0.4616805170821791,1.3125820363772736,0.6847305096351365,0.0,0.3399048266485384,0.2691210506485817,0.20702505003105376,0.8811029335544729,1.258766408919259,0.5943054730131287,0.15742246943380384,0.10948105977665865,1.7208113886426448,0.8384572386808273,0.6741951795044666,0.2511616225040814,0.6472872778627751,0.6443190668018803
businesses,0.09068649678062936,0.6991281460766573,0.3035208417644678,0.3077870113881194,0.06250390649415588,0.04890932211679546,0.0,0.2832540222071154,0.6997147316863125,0.20702505003105376,0.9329325178812066,0.05994125756758376,0.270138851369604,0.8395865036469539,0.8211079483249398,1.4079365907076185,0.06987143655673561,0.5618293162537221,2.5116162250408136,0.7649758738378251,0.6135038070852686
could,0.8161784710256643,0.5346274058233262,0.4552812626467017,0.9233610341643582,0.2500156259766235,0.19563728846718184,0.4459507670353193,0.39655563108996145,0.6997147316863125,0.6210751500931612,0.6219550119208044,0.4795300605406701,0.3781943919174456,0.7871123471690193,0.8758484782132692,0.4693121969025395,0.5589714924538849,0.5618293162537221,0.9209259491816317,0.11768859597505002,0.5602774493929394
put,0.7254919742450349,0.5346274058233262,0.6070416835289356,0.8207653637016518,0.43752734545909117,0.4890932211679546,0.17838030681412773,0.9064128710627691,0.5920663114268797,0.828100200124215,0.7774437649010055,0.7192950908110052,0.4862499324652872,0.26237078238967304,0.7116268885482812,0.5736037962142149,0.27948574622694244,0.16854879487611665,0.9209259491816317,1.2945745557255501,0.6247093560731275
ensure,0.0,1.7683829577233097,0.3035208417644678,0.051297835231353235,0.3750234389649353,0.7336398317519319,0.0,0.1699524133242692,1.7761989342806395,0.34504175005175625,2.1250129573960814,0.4795300605406701,0.7023610135609704,0.052474156477934616,0.4379242391066346,1.3036449913959431,0.27948574622694244,0.7303781111298387,0.9209259491816317,1.3534188537130751,0.7563745566804682
women,0.18137299356125872,0.575752590886659,1.2140833670578712,0.2564891761567662,0.6875429714357147,0.3912745769343637,0.17838030681412773,0.45320643553138457,0.3229452607782981,0.4830584500724588,1.5030579454752773,0.3596475454055026,0.8644443243827327,0.0,0.2737026494416466,1.095061792772592,1.6769144773616547,0.6180122478790944,0.20930135208673448,1.2945745557255501,0.6331135178140215
very,1.2696109549288113,0.12337555518999836,0.20234722784297857,0.5642761875448856,0.500031251953247,0.8314584759855228,0.08919015340706386,0.2832540222071154,0.3229452607782981,0.34504175005175625,0.2073183373069348,0.4795300605406701,0.1620833108217624,0.20989662591173847,0.4926647689949639,0.6778953955258904,0.4891000558971492,0.4494634530029777,0.2511616225040814,0.29422148993762504,0.39499560182202226
again,0.7254919742450349,0.45237703569666066,0.3035208417644678,0.2564891761567662,0.3750234389649353,0.19563728846718184,0.5351409204423832,0.5665080444142307,1.2917810431131924,0.4140501000621075,1.036591686534674,0.3596475454055026,0.7023610135609704,0.9445348166028231,0.16422158966498795,0.6778953955258904,0.6288429290106206,0.3932805213776055,0.2511616225040814,0.5884429798752501,0.5350649641702571
economy,0.0,0.49350222075999345,0.6070416835289356,0.3590848466194727,0.9375585974123383,1.4183703413870683,0.4459507670353193,0.2832540222071154,0.9688357823348943,0.13801670002070252,0.1036591686534674,0.7192950908110052,0.21611108109568317,2.676181980374665,0.3284431793299759,0.8343327944934036,0.06987143655673561,0.22473172650148884,0.41860270417346895,0.5884429798752501,0.6191065815791981
safe,0.5441189806837762,1.2748807369633162,0.6576284904896803,0.3077870113881194,0.3750234389649353,0.5380025432847501,0.08919015340706386,0.6798096532970768,0.9688357823348943,0.4830584500724588,0.6737845962475381,0.779236348378589,0.7023610135609704,0.47226740830141156,0.4379242391066346,0.938624393805079,0.06987143655673561,0.8989269060059554,0.7116245970948972,0.4119100859126751,0.6331135178140215
better,0.09068649678062936,0.575752590886659,0.40469445568595713,0.10259567046270647,1.7501093818363647,0.4890932211679546,0.5351409204423832,0.6798096532970768,1.0226599924646105,0.5520668000828101,0.8811029335544729,1.7382964694599294,0.6483332432870496,0.31484493886760767,0.2737026494416466,0.6778953955258904,0.41922861934041367,0.3370975897522333,0.2930218929214283,0.23537719195010004,0.5966954836034805
pay,0.5441189806837762,0.2878762954433295,0.6576284904896803,1.3850415512465375,0.12500781298831176,0.8314584759855228,0.17838030681412773,1.4729209154769998,0.8073631519457453,0.13801670002070252,0.8292733492277392,0.2997062878379188,0.540277702739208,1.1544314425145614,0.2737026494416466,0.4693121969025395,0.5589714924538849,0.5056463846283499,1.172087571685713,0.7061315758503001,0.6751343265184919
made,0.5441189806837762,0.3701266655699951,0.6576284904896803,0.5129783523135324,1.2500781298831176,0.3912745769343637,0.17838030681412773,0.45320643553138457,1.0226599924646105,0.9661169001449176,0.36280709028713587,0.5994125756758376,0.4862499324652872,0.5772157212572807,0.4379242391066346,0.7300411951817282,0.9083286752375629,0.3370975897522333,0.41860270417346895,0.7061315758503001,0.5854899346156217
